VMV_Code,National_Variable_Code,Variable_Common_Name,Variable_Common_Name_fr,variable_type,Variable_type_fr,measurement_unit,description,Description_fr,National_Method_Code,Method_Title,Method_Title_fr
1305,595,MOLYBDENUM TOTAL,MOLYBDNE TOTAL,METAL,MTAUX,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,10356,"BC MELP EMS CODE: F033 ACID DIEGESTION, CENTRIFUGED, ICP-MS.","CODE DU SSE DU MELP DE LA COLOMBIE-BRITANNIQUE:  F033 DIGESTION ACIDE, CENTRIFUGATION, ICP-MS."
1306,610,NICKEL  TOTAL,NICKEL  TOTAL,METAL,MTAUX,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,10356,"BC MELP EMS CODE: F033 ACID DIEGESTION, CENTRIFUGED, ICP-MS.","CODE DU SSE DU MELP DE LA COLOMBIE-BRITANNIQUE:  F033 DIGESTION ACIDE, CENTRIFUGATION, ICP-MS."
1307,766,ANTIMONY TOTAL,ANTIMOINE TOTAL,METAL,MTAUX,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,10356,"BC MELP EMS CODE: F033 ACID DIEGESTION, CENTRIFUGED, ICP-MS.","CODE DU SSE DU MELP DE LA COLOMBIE-BRITANNIQUE:  F033 DIGESTION ACIDE, CENTRIFUGATION, ICP-MS."
1308,782,SELENIUM TOTAL,SLNIUM TOTAL,METAL,MTAUX,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,10356,"BC MELP EMS CODE: F033 ACID DIEGESTION, CENTRIFUGED, ICP-MS.","CODE DU SSE DU MELP DE LA COLOMBIE-BRITANNIQUE:  F033 DIGESTION ACIDE, CENTRIFUGATION, ICP-MS."
1309,812,TIN TOTAL,TAIN TOTAL,METAL,MTAUX,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,10356,"BC MELP EMS CODE: F033 ACID DIEGESTION, CENTRIFUGED, ICP-MS.","CODE DU SSE DU MELP DE LA COLOMBIE-BRITANNIQUE:  F033 DIGESTION ACIDE, CENTRIFUGATION, ICP-MS."
1310,878,VANADIUM TOTAL,VANADIUM TOTAL,METAL,MTAUX,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,10356,"BC MELP EMS CODE: F033 ACID DIEGESTION, CENTRIFUGED, ICP-MS.","CODE DU SSE DU MELP DE LA COLOMBIE-BRITANNIQUE:  F033 DIGESTION ACIDE, CENTRIFUGATION, ICP-MS."
1311,890,ZINC TOTAL,ZINC TOTAL,METAL,MTAUX,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,10356,"BC MELP EMS CODE: F033 ACID DIEGESTION, CENTRIFUGED, ICP-MS.","CODE DU SSE DU MELP DE LA COLOMBIE-BRITANNIQUE:  F033 DIGESTION ACIDE, CENTRIFUGATION, ICP-MS."
1312,814,SULPHATE DISSOLVED,SULFATES DISSOUS,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,10363,BC MELP EMS CODE: X058: TURBIMETRIC.,CODE DU SSE DU MELP DE LA COLOMBIE-BRITANNIQUE:  X058: TURBIMTRIQUE.
1318,758,SALINITY,SALINIT,PHYSICAL,PHYSIQUE,PPT,PART PER TRILLION,PARTIE PAR BILLION,10353,BC MELP EMS CODE: F011 SALINOMETER AND/OR  BC MELP EMS CODE: 1130 SALINOMETER.,CODE DU SSE DU MELP DE LA COLOMBIE-BRITANNIQUE:  F011 SALINOMTRE ET/OU CODE DU SSE DU MELP DE LA  COLOMBIE-BRITANNIQUE : 1130 SALINOMTRE.
1336,312,NAPHTHALENE,NAPHTALNE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3669,EXTRACTION OF PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP DANS L'EAU PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1337,148,ACENAPHTHYLENE,ACNAPHTYLNE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3669,EXTRACTION OF PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP DANS L'EAU PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1338,292,ACENAPHTHENE,ACENAPHTNE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3669,EXTRACTION OF PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP DANS L'EAU PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1339,303,FLUORENE,FLUORNE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3669,EXTRACTION OF PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP DANS L'EAU PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1340,299,PHENANTHRENE,PHNANTHRNE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3669,EXTRACTION OF PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP DANS L'EAU PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1341,1270,ANTHRACENE,ANTHRACNE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3669,EXTRACTION OF PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP DANS L'EAU PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1342,146,FLUORANTHENE,FLUORANTHNE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3669,EXTRACTION OF PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP DANS L'EAU PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1343,1272,PYRENE,PYRNE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3669,EXTRACTION OF PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP DANS L'EAU PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1344,1271,CHRYSENE,CHRYSNE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3669,EXTRACTION OF PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP DANS L'EAU PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1345,145,BENZO(B)FLUORANTHENE,BENZO(B)FLUORANTHNE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3669,EXTRACTION OF PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP DANS L'EAU PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1346,147,BENZO(K)FLUORANTHENE,BENZO(K)FLUORANTHNE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3669,EXTRACTION OF PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP DANS L'EAU PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1347,137,BENZO( E)PYRENE,BENZO( E)PYRNE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3669,EXTRACTION OF PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP DANS L'EAU PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1348,204,BENZO(A)PYRENE,BENZO(A)PYRNE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3669,EXTRACTION OF PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP DANS L'EAU PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1349,140,"INDENO(1,2,3-C,D)PYRENE","INDNO(1,2,3-C,D)PYRNE",AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3669,EXTRACTION OF PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP DANS L'EAU PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1350,1036,"DIBENZO(A,H)ANTHRACENE","DIBENZO(A,H)ANTHRACNE",AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3669,EXTRACTION OF PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP DANS L'EAU PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1351,132,"BENZO(G,H,I)PERYLENE","BENZO(G,H,I)PRYLNE",AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3669,EXTRACTION OF PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP DANS L'EAU PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1352,315,2-CHLORONAPHTHALENE,2-CHLORONAPHTALNE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3669,EXTRACTION OF PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP DANS L'EAU PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1353,92,TETRAHYDRONAPHTHALENE,TTRAHYDRONAPHTALNE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3669,EXTRACTION OF PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP DANS L'EAU PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1358,10055,NAPHTHALENES-C1,NAPHTALNES-C1,SURROGATE,SURROGATE,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1359,1077,BIPHENYL,BIPHNYLE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1360,10052,NAPHTHALENE-C2,NAPHTALNE-C2,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1361,1317,2-ISOPROPYLNAPHTHALENE-C3,2-ISOPROPYLNAPHTALNE-C3,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1362,1318,TRIMETHYLNAPHTHALENE-C3,TRIMTHYLNAPHTALNE-C3,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1363,1319,9-METHYLFLUORENE,9-MTHYLFLUORNE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1364,1320,9-ETHYLFLUORENE,9-THYLFLUORNE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1365,4402,FLUORENE-C1,FLUORNE-C1,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1366,10048,NAPHTHALENE-C4,NAPHTALNE-C4,SURROGATE,SURROGATE,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1367,1421,N-PROPYLFLUORENE-C3,N-PROPYLFLUORNE-C3,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1368,1322,"1,9-DIMETHYLFLUORENE-C2","1,9-DIMTHYLFLUORNE-C2",AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1369,1323,N-BUTYLFLUORENE-C4,N-BUTYLFLUORNE-C4,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1370,4400,DIBENZOTHIOPHENE-C1,DIBENZOTHIOPHNE-C1,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1371,4403,PHENANTHRENE-C1,PHNANTHRNE-C1,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1372,4053,DIBENZOTHIOPHENE-C2,DIBENZOTHIOPHNE-C2,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1373,1324,4-PROPYLDIBENZOTHIOPHENE-C3,4-PROPYLDIBENZOTHIOPHNE-C3,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1374,1325,"2,4,7-TRIMETHYLDIBENZOTHIOPHENE-C3","2,4,7-TRIMTHYLDIBENZOTHIOPHNE-C3",AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1375,4401,FLUORANTHENE/PYRENE-C1,FLUORANTHNE/PYRNE-C1,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1376,3731,PHENANTHRENE-C3,PHNANTHRNE-C3,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1377,1326,3-ETHYLFLUORANTHENE-C2,3-THYLFLUORANTHNE-C2,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1378,1327,TETRAMETHYLPHENANTHRENE-C4,TTRAMTHYLPHNANTHRNE-C4,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1379,4412,CHRYSENE-C1,CHRYSNE-C1,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1380,1329,N-PROPYLCHRYSENE-C3,N-PROPYLCHRYSNE-C3,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1381,1330,N-BUTYLCHRYSENE-C4,N-BUTYLCHRYSNE-C4,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1382,3730,PHENANTHRENE-C2,PHNANTHRNE-C2,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1383,1328,ETHYLCHRYSENE-C2,THYLCHRYSNE-C2,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1384,3075,ACRIDINE,ACRIDINE,SUBSTITUTED AROMATIC,AROMATIQUES SUBSTITUS,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1385,2364,7-ISOPROPYL-1-METHYLPHENANTHRENE (RETENE),1-PHNANTHRNE DE MTHYL 7-ISOPROPYL (RTNE),AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1386,3754,7-METHYLBENZO(A)PYRENE,7-MTHYLBENZO(A)PYRNE,SUBSTITUTED AROMATIC,AROMATIQUES SUBSTITUS,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1387,1422,"7,10-DIMETHYLBENZO(A)PYRENE","7,10-DIMTHYLBENZO(A)PYRNE",AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1388,1423,"INDENO(1,2,3-CD)FLUORANTHENE","INDNO(1,2,3-CD)FLUORANTHNE",AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3670,EXTRACTION OF ALKYL PAHS IN WATER BY SOLID PHASE EXTRACTION (SPE) AND ANALYSIS BY GC-MSMS.,EXTRACTION DES HAP ALKYLS PAR EXTRACTION EN PHASE SOLIDE (SPE) ET ANALYSE PAR CG-SMSM.
1390,1033,"3,4-DICHLOROANILINE","3,4-DICHLOROANILINE",HERBICIDES,HERBICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3431,ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION,ANALYSE DES SULFONYLURES ET DES HERBICIDES CONNEXES PAR SPE ET DTECTION LC-MS/MS
1391,4302,ETHAMETSULFURON-METHYL,THAMETSULFURON-MTHYL,HERBICIDES,HERBICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3431,ANALYSIS OF SULFONYL UREAS AND RELATED HERBICIDES BY SPE AND LC-MS/MS DETECTION,ANALYSE DES SULFONYLURES ET DES HERBICIDES CONNEXES PAR SPE ET DTECTION LC-MS/MS
1404,655,CARBONACEOUS OXYGEN DEMAND BOD5,DEMANDE CARBONE EN OXYGNE DBO5,CARBON,CARBONE,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,194,CARBONACEOUS BIOCHEMICAL OXYGEN DEMAND (5 DAYS BOD TEST),DEMANDE BIOCHIMIQUE EN OXYGNE DES MATIRES CARBONES (TEST DE DBO DE 5 JOURS)
1710,3061,THIOCYANATE,THIOCYANATE,THIOCYANATES,THIOCYANATES,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,367,ANALYSIS OF THIOCYANATE IN WATER BY COLOURIMETRY,ANALYSE DU THIOCYANATE DANS L'EAU PAR COLORIMTRIE
1715,626,NITROGEN KJELDAHL TOTAL,AZOTE KJELDAHL TOTAL,NITROGEN,AZOTE,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3136,TOTAL KJELDAHL NITROGEN IN WATER IS DETERMINED BY FLOW INJECTION ANALYSIS.,LAZOTE TOTAL KJELDAHL DANS LEAU EST DTERMIN PAR LA MTHODE DANALYSE PAR INJECTION EN FLUX CONTINU.
1716,4345,BROMIDE,BROMURE,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,1980,BROMIDE IN WATER BY ION CHROMATOGRAPHY,BROMURE DANS L'EAU PAR CHROMATOGRAPHIE IONIQUE
